Identifier,District,Municipality/Union,Ward Number,Latitude,Longitude,Name of Household,"What is the total number of household members, including yourself?",Water Service Level,Main source of drinking water,Main source of water for other purposes,Specific Location of Water Collection,Time to Collect Water,Times in Last Month When Drinking Water Quantity Was Insufficient,Fecal and Chemical Levels Acceptable,Sanitation Service Level,Type of Toilet Facility,Facility is shared with others outside of the household,Location of sanitation facility,Emptying of on-site sanitation facilities,Disposal of excreta from onite sanitation facilities,Hygiene Service Ladder,Type of Handwashing Facility Used Most Often,Water Available at Handwashing Facility,Soap Available
14sh-twsv-bt1a,Barguna,Betagi Municipality,3,22.41072065,90.17122317,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
9kcd-cth5-mbsn,Satkhira,Agardari,8,22.73714192,89.03149627,,2,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
p4vn-bn2s-gxb9,Satkhira,Jhaudanga Union,6,22.78736445,89.06414141,,5,Unimproved,Bottled water,Bottled water,Don't know,More than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Limited,Fixed facility observed in dwelling,Water is available,Soap is not available
274p-j14n-wyxu,Satkhira,Shatkhira Municipality,8,22.71583225,89.06932544,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
t1qq-7m2d-6nq6,Satkhira,Balli Union,9,22.81850218,89.08789532,,4,Basic,Shallow tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,Yes,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
1fx6-dxcd-cwsa,Satkhira,Agardari,8,22.73325114,89.02867283,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
48u3-efdf-51ax,Satkhira,Balli Union,9,22.8201611,89.08774993,,5,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Twinpit offset latrine,Yes,In own dwelling,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
bfs1-jxta-v7c9,Satkhira,Shatkhira Municipality,8,22.71415134,89.06764138,,5,Unimproved,Bottled water,Bottled water,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
eetd-4jjx-09v9,Barguna,Betagi Municipality,3,22.41164408,90.16989771,,5,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
11gp-1qb7-0ucp,Satkhira,Jhaudanga Union,6,22.79102101,89.06588092,,4,Unimproved,Bottled water,"Surface water (river, pond, canal)",Less than 150 meters/500 feet,Less than 30 minutes,Don't know,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
wgr4-yx6n-j4br,Satkhira,Balli Union,9,22.8226132,89.08657819,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
2j21-4kxg-j0ff,Satkhira,Shatkhira Municipality,8,22.71326864,89.070227,,4,Unimproved,Bottled water,Bottled water,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
14ue-tvgp-cfd0,Satkhira,Agardari,8,22.7286891,89.02913377,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
vm5p-uwp8-4vs6,Satkhira,Balli Union,9,22.82388238,89.08820932,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,Yes,Elsewhere,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
g8hd-tycj-5g83,Satkhira,Jhaudanga Union,6,22.78658963,89.06692073,,8,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
5kge-54n6-m7dc,Satkhira,Balli Union,9,22.82089581,89.08962429,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own dwelling,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
7yf3-6wrp-086u,Barguna,Betagi Municipality,3,22.4108577,90.17080264,,5,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
y7ep-af2n-kku3,Satkhira,Jhaudanga Union,6,22.78884221,89.0665371,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
gu5f-89a1-5fn5,Satkhira,Balli Union,9,22.82055977,89.08876737,,2,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
t831-nmm1-f8uk,Satkhira,Jhaudanga Union,6,22.79024668,89.05489562,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
42kn-vgmb-u1ew,Satkhira,Shatkhira Municipality,8,22.71474639,89.07090068,,6,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
4pbq-51ja-1svj,Barguna,Betagi Municipality,3,22.40566263,90.17968189,,10,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
yaaj-f84p-h4by,Barguna,Betagi Municipality,3,22.41152954,90.17066882,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
yghr-2yav-tqyy,Barguna,Betagi Municipality,6,22.41537475,90.16723809,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
fnwf-uv7k-dnmd,Barguna,Betagi Municipality,6,22.41515714,90.16771572,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
cvcf-uvve-krgb,Barguna,Betagi Municipality,2,22.41417202,90.17010889,,3,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
r549-0wgn-f2ap,Barguna,Betagi Municipality,3,22.41089214,90.17052342,,8,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
qqpj-49st-fx1p,Barguna,Betagi Municipality,2,22.41525227,90.17144849,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
7ebj-xjtb-vp97,Barguna,Betagi Municipality,2,22.41398107,90.17110233,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
17kh-m2ar-0kx1,Barguna,Betagi Municipality,2,22.41368141,90.17240273,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
v2v8-nsdt-hh2f,Barguna,Betagi Municipality,2,22.41324976,90.17197592,,3,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
9gxd-74dp-sccx,Barguna,Betagi Municipality,2,22.41333461,90.1730655,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
ycwh-xpqk-kxrn,Barguna,Betagi Municipality,2,22.41391683,90.17301465,,6,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
0p3b-f0r2-w7ve,Barguna,Betagi Municipality,2,22.41555729,90.17248374,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
ycxx-s44k-dttc,Barguna,Betagi Municipality,2,22.41569426,90.17228417,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
whak-63ke-gm9m,Satkhira,Agardari,3,22.77314008,88.99762977,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
tahu-bj29-1m6j,Satkhira,Jhaudanga Union,6,22.78514436,89.06826638,,8,Basic,Bottled water,Piped water to yard/plot,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
r032-ffb7-s93k,Barguna,Betagi Municipality,3,22.40982785,90.17027435,,3,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
0q0a-v2d0-114u,Satkhira,Agardari,3,22.77642726,89.00062594,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
ed3g-06bv-41rv,Satkhira,Jhaudanga Union,6,22.7849107,89.07103271,,5,Unimproved,Bottled water,"Surface water (river, pond, canal)",Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
bfbd-4cpx-q4g9,Satkhira,Jhaudanga Union,6,22.78371476,89.06925504,,5,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
ugjh-ys9x-827h,Satkhira,Agardari,3,22.77262483,89.0001862,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
3e45-fh6w-67g7,Barguna,Betagi Municipality,3,22.40591431,90.16686854,,5,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
huve-nbs3-7vw9,Satkhira,Agardari,3,22.77397442,89.00232053,,6,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
yhj3-58by-89nw,Satkhira,Jhaudanga Union,6,22.78386184,89.06637946,,4,Basic,Bottled water,Shallow tubewell/borehole,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
k18s-r0v8-ma67,Satkhira,Shatkhira Municipality,8,22.71344887,89.07316652,,4,Unimproved,Bottled water,Bottled water,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Limited,No permission to see,,
005u-ff96-3rc6,Barguna,Betagi Municipality,3,22.40449609,90.16613216,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
y2q3-w2c3-g4a9,Satkhira,Jhaudanga Union,6,22.78199035,89.07110355,,5,Basic,Bottled water,Piped water to yard/plot,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
kg2v-tvu3-5kb8,Satkhira,Agardari,3,22.7712048,89.00306194,,3,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Toilet that flush/pour to pit latrine,Yes,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
2fn0-npx3-78s6,Satkhira,Jhaudanga Union,6,22.78030348,89.06545078,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
bjdh-hy6n-r4nu,Barguna,Betagi Municipality,3,22.40897455,90.17024002,,7,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
4yys-aay8-bepf,Satkhira,Agardari,3,22.77135619,89.00491318,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
xtkf-40jt-0daj,Barguna,Betagi Municipality,3,22.41103239,90.17017471,,3,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
ywpa-wehf-c52c,Satkhira,Shatkhira Municipality,8,22.71588476,89.07496906,,5,Unimproved,Bottled water,Bottled water,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
nf4u-gbmp-tc6c,Satkhira,Agardari,3,22.77514267,88.99803606,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
ar2x-p2fn-x53p,Barguna,Betagi Municipality,3,22.40544702,90.16668948,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
d64k-j32x-6thy,Barguna,Betagi Municipality,2,22.41607656,90.17133001,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
6s3f-am3m-spym,Barguna,Betagi Municipality,3,22.40558841,90.16595722,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
wpxs-brr1-20n2,Barguna,Betagi Municipality,3,22.40990302,90.16976513,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
7pv4-jx1g-x339,Barguna,Betagi Municipality,3,22.40949678,90.16876914,,5,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
hrqs-ybj3-3mat,Barguna,Betagi Municipality,2,22.41580374,90.17113095,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
mypb-nk8e-uaps,Barguna,Betagi Municipality,2,22.41554196,90.17086082,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
thy2-72v9-nkdm,Barguna,Betagi Municipality,2,22.41650127,90.17193233,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
x5h8-n3t9-wcv2,Barguna,Betagi Municipality,2,22.41667838,90.17545329,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
jmm6-eqax-6sad,Barguna,Betagi Municipality,2,22.4155765,90.1770097,,6,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
76ua-e025-30ed,Barguna,Betagi Municipality,2,22.41495907,90.17769631,,2,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,No Facility,No handwashing place available in dwelling/plot/yard,,
w8tj-c9a3-mg0w,Barguna,Betagi Municipality,2,22.41517744,90.17815374,,2,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
6aqa-vca7-fdqb,Barguna,Betagi Municipality,2,22.41717328,90.17524416,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
a806-up7p-y7cd,Barguna,Betagi Municipality,2,22.417391,90.17423629,,4,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
a7jy-sgu6-phw6,Barguna,Betagi Municipality,2,22.41780475,90.17351902,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
4f68-fp7t-p5mx,Barguna,Betagi Municipality,3,22.41258157,90.17087253,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
hn14-fev8-1e1w,Satkhira,Jhaudanga Union,8,22.76680599,89.04691199,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,Elsewhere,Don't know,,No Facility,No handwashing place available in dwelling/plot/yard,,
117s-qgcb-02nm,Satkhira,Jhaudanga Union,8,22.77011165,89.0479335,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
h7g5-v5mr-g44m,Satkhira,Shatkhira Municipality,8,22.71799832,89.07535064,,5,Unimproved,Bottled water,Bottled water,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
05gr-6xy8-3mqb,Satkhira,Agardari,3,22.77588248,89.00649841,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Toilet that flush/pour to pit latrine,Yes,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
sxn4-6j83-rq0d,Satkhira,Shatkhira Municipality,8,22.71698321,89.07180663,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Toilet that flush/pour to flush piped sewer system,Yes,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
6tp8-7w19-2ccg,Satkhira,Jhaudanga Union,8,22.77228872,89.04729683,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
gjp0-b81g-38vg,Satkhira,Agardari,3,22.77842815,89.00906543,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
v1ur-e58e-52ym,Satkhira,Shatkhira Municipality,8,22.71749028,89.07338065,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Toilet that flush/pour to pit latrine,Yes,In own plot/yard,Don't know,,No Facility,No handwashing place available in dwelling/plot/yard,,
e97n-m95a-mvxc,Satkhira,Jhaudanga Union,8,22.77582708,89.05334148,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
9wdf-8wx2-b1xe,Satkhira,Jhaudanga Union,8,22.7745939,89.04866173,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
a4nx-4r0c-0dg3,Satkhira,Shatkhira Municipality,8,22.71737955,89.07312822,,2,Basic,Piped water to yard/plot,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,Don't know,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
fbhy-u06v-0t0t,Satkhira,Jhaudanga Union,8,22.7754863,89.05200647,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Don't know,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
ng50-tu3k-j9p4,Satkhira,Agardari,3,22.77578148,89.01152354,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
h626-6c82-kfy3,Satkhira,Jhaudanga Union,8,22.77463876,89.05397064,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Don't know,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
khx9-sk86-t1w4,Satkhira,Shatkhira Municipality,8,22.71354391,89.0722966,,4,Basic,Bottled water,Piped water into dwelling (household connection),Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,Limited,No permission to see,,
